x_shape,w_shape,bias,stride,padding,dilation,transposed,out_shape
"torch.Size([1, 24, 28, 28])","torch.Size([58, 24, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 24, 56, 56])","torch.Size([58, 24, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 56, 56])"
"torch.Size([1, 58, 56, 56])","torch.Size([58, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 58, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 58, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 58, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 58, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 58, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 58, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 58, 28, 28])","torch.Size([58, 58, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 58, 28, 28])"
"torch.Size([1, 116, 28, 28])","torch.Size([116, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 28, 28])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 28, 28])"
"torch.Size([1, 116, 28, 28])","torch.Size([116, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 116, 14, 14])","torch.Size([116, 116, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 116, 14, 14])"
"torch.Size([1, 232, 14, 14])","torch.Size([232, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 14, 14])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 14, 14])"
"torch.Size([1, 232, 14, 14])","torch.Size([232, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 232, 7, 7])","torch.Size([232, 232, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 232, 7, 7])"
"torch.Size([1, 464, 7, 7])","torch.Size([1024, 464, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 3, 224, 224])","torch.Size([32, 3, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 32, 112, 112])"
"torch.Size([1, 32, 112, 112])","torch.Size([32, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 32, 112, 112])"
"torch.Size([1, 32, 112, 112])","torch.Size([16, 32, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 16, 112, 112])"
"torch.Size([1, 16, 112, 112])","torch.Size([96, 16, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 96, 112, 112])"
"torch.Size([1, 96, 112, 112])","torch.Size([96, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 96, 56, 56])"
"torch.Size([1, 96, 56, 56])","torch.Size([24, 96, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 24, 56, 56])"
"torch.Size([1, 24, 56, 56])","torch.Size([144, 24, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 144, 56, 56])"
"torch.Size([1, 144, 56, 56])","torch.Size([144, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 144, 56, 56])"
"torch.Size([1, 144, 56, 56])","torch.Size([24, 144, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 24, 56, 56])"
"torch.Size([1, 24, 56, 56])","torch.Size([144, 24, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 144, 56, 56])"
"torch.Size([1, 144, 56, 56])","torch.Size([144, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 144, 28, 28])"
"torch.Size([1, 144, 28, 28])","torch.Size([32, 144, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 32, 28, 28])"
"torch.Size([1, 32, 28, 28])","torch.Size([192, 32, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 28, 28])"
"torch.Size([1, 192, 28, 28])","torch.Size([192, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 192, 28, 28])"
"torch.Size([1, 192, 28, 28])","torch.Size([32, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 32, 28, 28])"
"torch.Size([1, 32, 28, 28])","torch.Size([192, 32, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 28, 28])"
"torch.Size([1, 192, 28, 28])","torch.Size([192, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 192, 28, 28])"
"torch.Size([1, 192, 28, 28])","torch.Size([32, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 32, 28, 28])"
"torch.Size([1, 32, 28, 28])","torch.Size([192, 32, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 192, 28, 28])"
"torch.Size([1, 192, 28, 28])","torch.Size([192, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 192, 14, 14])"
"torch.Size([1, 192, 14, 14])","torch.Size([64, 192, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 64, 14, 14])","torch.Size([384, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 384, 14, 14])"
"torch.Size([1, 384, 14, 14])","torch.Size([384, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 384, 14, 14])"
"torch.Size([1, 384, 14, 14])","torch.Size([64, 384, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 64, 14, 14])","torch.Size([384, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 384, 14, 14])"
"torch.Size([1, 384, 14, 14])","torch.Size([384, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 384, 14, 14])"
"torch.Size([1, 384, 14, 14])","torch.Size([64, 384, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 64, 14, 14])","torch.Size([384, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 384, 14, 14])"
"torch.Size([1, 384, 14, 14])","torch.Size([384, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 384, 14, 14])"
"torch.Size([1, 384, 14, 14])","torch.Size([64, 384, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 64, 14, 14])"
"torch.Size([1, 64, 14, 14])","torch.Size([384, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 384, 14, 14])"
"torch.Size([1, 384, 14, 14])","torch.Size([384, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 384, 14, 14])"
"torch.Size([1, 384, 14, 14])","torch.Size([96, 384, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 96, 14, 14])"
"torch.Size([1, 96, 14, 14])","torch.Size([576, 96, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 576, 14, 14])"
"torch.Size([1, 576, 14, 14])","torch.Size([576, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 576, 14, 14])"
"torch.Size([1, 576, 14, 14])","torch.Size([96, 576, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 96, 14, 14])"
"torch.Size([1, 96, 14, 14])","torch.Size([576, 96, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 576, 14, 14])"
"torch.Size([1, 576, 14, 14])","torch.Size([576, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 576, 14, 14])"
"torch.Size([1, 576, 14, 14])","torch.Size([96, 576, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 96, 14, 14])"
"torch.Size([1, 96, 14, 14])","torch.Size([576, 96, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 576, 14, 14])"
"torch.Size([1, 576, 14, 14])","torch.Size([576, 1, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 576, 7, 7])"
"torch.Size([1, 576, 7, 7])","torch.Size([160, 576, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 160, 7, 7])"
"torch.Size([1, 160, 7, 7])","torch.Size([960, 160, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 960, 7, 7])"
"torch.Size([1, 960, 7, 7])","torch.Size([960, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 960, 7, 7])"
"torch.Size([1, 960, 7, 7])","torch.Size([160, 960, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 160, 7, 7])"
"torch.Size([1, 160, 7, 7])","torch.Size([960, 160, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 960, 7, 7])"
"torch.Size([1, 960, 7, 7])","torch.Size([960, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 960, 7, 7])"
"torch.Size([1, 960, 7, 7])","torch.Size([160, 960, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 160, 7, 7])"
"torch.Size([1, 160, 7, 7])","torch.Size([960, 160, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 960, 7, 7])"
"torch.Size([1, 960, 7, 7])","torch.Size([960, 1, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 960, 7, 7])"
"torch.Size([1, 960, 7, 7])","torch.Size([320, 960, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 320, 7, 7])"
"torch.Size([1, 320, 7, 7])","torch.Size([1280, 320, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1280, 7, 7])"
"torch.Size([1, 3, 224, 224])","torch.Size([64, 3, 7, 7])",,"[2, 2]","[3, 3]","[1, 1]",False,"torch.Size([1, 64, 112, 112])"
"torch.Size([1, 64, 56, 56])","torch.Size([128, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([128, 4, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([256, 128, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 64, 56, 56])","torch.Size([256, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 256, 56, 56])","torch.Size([128, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([128, 4, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([256, 128, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 256, 56, 56])","torch.Size([128, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([128, 4, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([256, 128, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 256, 56, 56])","torch.Size([256, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 256, 56, 56])","torch.Size([256, 8, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([512, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 256, 56, 56])","torch.Size([512, 256, 1, 1])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([256, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([256, 8, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([512, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([256, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([256, 8, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([512, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([256, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([256, 8, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 256, 28, 28])"
"torch.Size([1, 256, 28, 28])","torch.Size([512, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([512, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 28, 28])"
"torch.Size([1, 512, 28, 28])","torch.Size([512, 16, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 512, 28, 28])","torch.Size([1024, 512, 1, 1])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 16, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 16, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 16, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 16, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([512, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([512, 16, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 512, 14, 14])"
"torch.Size([1, 512, 14, 14])","torch.Size([1024, 512, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([1024, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 14, 14])"
"torch.Size([1, 1024, 14, 14])","torch.Size([1024, 32, 3, 3])",,"[2, 2]","[1, 1]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([2048, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 2048, 7, 7])"
"torch.Size([1, 1024, 14, 14])","torch.Size([2048, 1024, 1, 1])",,"[2, 2]","[0, 0]","[1, 1]",False,"torch.Size([1, 2048, 7, 7])"
"torch.Size([1, 2048, 7, 7])","torch.Size([1024, 2048, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([1024, 32, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([2048, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 2048, 7, 7])"
"torch.Size([1, 2048, 7, 7])","torch.Size([1024, 2048, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([1024, 32, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 1024, 7, 7])"
"torch.Size([1, 1024, 7, 7])","torch.Size([2048, 1024, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 2048, 7, 7])"
"torch.Size([1, 3, 224, 224])","torch.Size([64, 3, 7, 7])",,"[2, 2]","[3, 3]","[1, 1]",False,"torch.Size([1, 64, 112, 112])"
"torch.Size([1, 64, 56, 56])","torch.Size([128, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([128, 128, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([256, 128, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 64, 56, 56])","torch.Size([256, 64, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 256, 56, 56])","torch.Size([128, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([128, 128, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([256, 128, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 256, 56, 56])"
"torch.Size([1, 256, 56, 56])","torch.Size([128, 256, 1, 1])",,"[1, 1]","[0, 0]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
"torch.Size([1, 128, 56, 56])","torch.Size([128, 128, 3, 3])",,"[1, 1]","[1, 1]","[1, 1]",False,"torch.Size([1, 128, 56, 56])"
